Done By,Document Name,Document Date,Document Type,Document Source,Document Location,Street Address,City,Province,Postal Code,Price,Listing ID,Property Type,Building Type,Storeys,Community Name,Title,Land Size Length,Land Size Length Unit,Land Size Width,Land Size Width Unit,Parking Type,Description,Amenities Nearby,Features,Parking Type,Total Parking Spaces,Basement Features,Basement Type,Bathrooms,Bedrooms Above Grade,Bedrooms Below Grade,Cooling,Exterior Finish,Heating Fuel,Heating Type,Style,Room Level,Room Type,Room Length,Room Length Unit,Room Width,Room Width Unit,Walk Score,Dependence,Realtor Name,Realtor Phone Number,Real Estate Company,Real Estate Address,Real Estate City,Real Estate Province,Real Estate Postal Code,Real Estate Phone Number,Real Estae Fax Number
Robin Wilke,348906,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15488091/530-Salmon-Rd-North-Saanich-...,,530 Salmon Rd,North Saanich,BC,V8M1S5,"$4,575,000.00",348906,Single Family,House,,,Freehold,2,Acres,,,Carport,"Architectural residence on private 2 ac WATERFRONT property, renovated to the highest standards & featuring open floor plan with tasteful integration of glass & wood throughout. Top-of-the-line appliances, granite countertops. Entire home boasts high ceilings, wood & slate flooring, large windows. Private master suite has plenty of builtin storage & deluxe ensuite. Outdoor swimming pool, surrounded by an extensive network of decks & patios, separate cottage. Path leads down to beachside deck with western exposure on the calm waters of Saanich Inlet. With its timeless elegance & fabulous West Coast appeal, this is one of the finest homes currently being offered on Vancouver Island. marc@owen-flood.com or sylvia@sylviatherrien.ca for info",,"Private setting, Treed, Sloping",Carport,,,,5,4 total,,,,,,Detached,,,,,,,0,Car-dependent,"Sylvia Therrien
Marc Owen-Flood",,Newport Realty,1286 Fairfield Rd,Victoria,BC,V8V4W3,250-385-2033,250-385-3763
Robin Wilke,349119,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15527451,,3275 Campion Rd,Central Saanich,BC,V8M1W7,"$6,800,000.00",349119,Single Family,House,,,Freehold,8.39,Acres,,,Garage,"The ultimate oceanfront luxury home with 8.39 acres lot is located in Central Saanich. 9308 sq.ft. of living space. Unbelievable views of ocean & Mt. Baker from every room. Impressive craftsmanship & custom detailing from both inside & outside. Gourmet kitchen with Miele gas/electric cooktops, built-in oven, steam oven, Sub-Zero fridge & freezer, pizza oven & drawers. Connected to the kitchen is a huge family room & large eating area. Main floor features granite foyer, living room with wet bar ( 2 wine fridges, ice maker & dishwasher drawers ), games room, steam shower, study office & 1 bdm. 4 spacious bedrooms upstairs. The ensuited master features office area, 3 walk-in-closets, jacuzzi/shower & gas fireplace.",,"Cul-de-sac, Level lot, Private setting",Garage,,,,7,5 total,,,,,,Detached,,,,,,,0,Car-dependent,Lay La Yang,604-779-6666,Re/Max Select Properties,5487 West BLvd,Vancouver,BC,V6M3W5,604-737-8865,604-737-8512
Robin Wilke,349860,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15569414,,3051 McAnally Rd,Victoria,BC,V8N1T3,"$7,250,000.00",349860,Single Family,House,,,Freehold,1.59,Acres,,,Garage,"Without a doubt this is Victoria's most unique waterfront-likely one of the most exciting of a handful of such homes in Canada. 1250' of WF 1.56 AC w/SSW exposure only min from downtown-yet off a country lane in a rural landscape. The home, carefully sited & beautifully crafted is a harmonious marriage of steel & glass which creates the framework for completely unrestricted water & landscape vistas. The home & grounds encompasses the whole point it is like living in a wildlife park. Foyer 28x50 w/30' skylights, LR 1,177 SqFt, Master wing 1082 SqFt office & exercise RM 2 BRM suites of 400 SqFt & a KIT designed for entertainment. Not included but available- a fully serviced 1AC lot ""ready to go w/Approved Footprint - please call for details",,"Level lot, Private setting, Treed, Rocky",Garage,6,,,4,3 total,,,,,,Detached,,,,,,,4,Car-dependent,"Michael Ziegler
Tristan Ziegler",,Newport Realty,1286 Fairfield Rd,Victoria,BC,V8V4W3,250-385-2033,250-385-3763
Paulus WP,353393,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15399788,,875 Brabant Place,Tofino,BC,V0R2Z0,"$7,900,000.00",353393,Single Family,House,,,Condominium/Strata,0.6071,Hec,,,Garage (2),"Spectacular panoramic views from all parts of main and upper floors. Extremely private 1.53 acre oceanfront. Rock promontory. Custom built site specific executive estate. Separate garage. Workshop. Beach access to Chesterman Beach. 3 bedrooms, 4 baths, office, media room. Heat pump and dehumidifier. The Best!",Golf Course,"Private setting, Southern exposure",Garage (2),,,,4,3 total,,,,Wood,,Detached,"Upper Level
Upper Level
Lower Level
Lower Level
Lower Level
Lower Level
Lower Level
Lower Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level","Other
Den
Other
Other
Recreation room
Foyer
Laundry room
bath (3pc)
Other
Master bedroom
Bedroom
Bedroom
Kitchen
Dining room
Bathroom (2pc)
bath (4pc)
Ensuite (5pc)","4.4196
5.6896
8.2296
9.144
6.7818
4.4196
5.6896
-
6.731
8.2296
5.0292
5.6896
4.953
6.7056
-
-
-","m
m
m
m
m
m
m
-
m
m
m
m
m
m
-
-
-","4.826
5.4864
5.7912
13.4112
4.6228
7.1882
6.1468
-
10.3124
5.7912
4.064
5.4864
3.3528
6.7056
-
-
-","m
m
m
m
m
m
m
-
m
m
m
m
m
m
-
-
-",3,Car-dependent,Jim Schwartz,250-725-2038,RE/MAX Mid-Island Realty (Tfno),"PO BOX 840, #311 Neill St.",Tofino,BC,V0R2Z0,250-725-2038,250-725-2039
Robin Wilke,351454,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15706013/7756-West-Saanich-Rd-Central-...,,7756 West Saanich Rd,Central Saanich,BC,V8M1R8,"$4,488,000.00",351454,Single Family,House,,,Freehold,13.44,Acres,,,,"PRICE REDUCTION. 13.4 Acres hugs the contour of the Saanich Inlet coastline harmoniously blending with the natural landscape. Live at the current Oceanside cottage while you construct your 5,000-25,000sqft trophy home. Two stunning levels encased with windows radiate light into the South Western exposure of this 4012 sqft home. 4 bedrooms, this contemporary design features polished hardwood, a designed kitchen & every opportunity to capture the Ocean Vistas, and Malahat mountains has been monopolized. The acreage is prime for creating outdoor recreational facilities to suit your interests. A rare and truly spectacular Peninsula gem with foreshore lease and endless potential on this exquisite Oceanside acreage.",,"Private setting, Sloping",,,,,3,4 total,,,,,,,,,,,,,2,Car-dependent,"Scott Piercy
Jim LeBlanc",,Engel & VOlkers Vancouver Island,735 Humboldt St,Victoria,BC,V8W1B1,778-433-8885,
Robin Wilke,351903,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15740938/9260-Ardmore-Dr-North-Saanic...,,9260 ARdmore Dr,North Saanich,BC,V3L5G4,"$4,250,000.00",351903,Single Family,House,1,,Freehold,3.34,Acres,,,Garage,"Waterfront: A prime west exposure 3.34 acre (1.35 ha) property in the prestigious Ardmore area of North Saanich on the Saanich Peninsula. The last remaining large oceanfront property in the area, having potential for possible division. This secluded property with frontage on two roads is beautifully treed & level. The property offers outstanding sunsets & panoramic marine views over Saanich Inlet & of distant hills. Low bank easy access beach (summer swimming) w/440 (134m) +/- frontage Moor your boat at your front door! The comfortable 1950 s one level 2486 sq (231 sq m) residence has been updated over the years. Plus a 535 sq (50 sq m) cottage, however the value of this exceptional property is clearly in the location & in the land!",,"Level lot, Private setting, Treed",Garage,,,,3,2 total,,,,,,Detatched,,,,,,,1,Car-dependent,Peter Nash,,Macdonald Realty Victoria,755 Humboldt St,Victoria,BC,V8W1B1,250-388-5882,250-388-9636
Robin Wilke,353393,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15399788,,875 Brabant Pl,Tofino,BC,V0R2Z0,"$7,900,000.00",353393,Single Family,House,,,Condominium/Strata,0.6071,Hec,,,Garage (2),"Spectacular panoramic views from all parts of main and upper floors. Extremely private 1.53 acre oceanfront. Rock promontory. Custom built site specific executive estate. Separate garage. Workshop. Beach access to Chesterman Beach. 3 bedrooms, 4 baths, office, media room. Heat pump and dehumidifier. The Best!",Golf Course,"Private setting, Southern exposure",Garage (2),,,,4,3,0,,,,,Detatched,"Upper level
Upper level
Lower level
Lower level
Lower level
Lower level
Lower level
Lower level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level
Main Level","Other
Den
Other
Other
Recreation room
Foyer
Laundry room
3pc Ensuite bath
Other
Master bedroom
Bedroom
Bedroom
Kitchen
Dining Room
2pc Bathroom
4pc Ensuite bath
5pc Ensuite bath","4.4196
5.6896
8.2296
9.144
6.7818
4.4196
5.6896
Not Available
6.731
8.2296
5.0292
5.6896
4.953
6.7056
Not Available
Not Available
Not Available","m
m
m
m
m
m
m
-
m
m
m
m
m
m
-
-
-","4.826
5.4864
5.7912
13.4112
4.6228
7.1882
6.1468
-
10.3124
5.7912
4.064
5.4864
3.3528
6.7056
-
-
-","m
m
m
m
m
m
m
-
m
m
m
m
m
m
-
-
-",3,Car-dependent,Jim Schwartz,250-725-2038,RE/MAX Mid-Island Realty (Tfno),"PO BOX 840, #311 Neill St.",Tofino,BC,V0R2Z0,250-725-2038,250-725-2039
Robin Wilke,373787,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/14360637/1400-DORCAS-POINT-ROAD-...,,1400 DOrcas Point Rd,Nanoose Bay,BC,V9P9B4,"$4,500,000.00",373787,Single Family,House,,,Freehold,12.87,Acres,,,,"Court Ordered Sale. Bring all Offers! 12.87 acre site on peninsula with over 2,130 linear feet of waterfront. Adjacent to Moorecroft Regional Park. Shoreline consists of mainly mild grade, rocky foreshore with 6 walk-on pebble beaches, allowing for easy access to the water through small inlets. Current land use controls allow for boat moorage to floats with anchor blocks with an option for application and approval for a low profile boat ramp. There are 2 single family houses on the site, including a 2,000 +/- sqft 3 bedroom 1960's rancher and & 700 +/-sqft studio cottage. The site offers views of the Strait of Georgia and the coastal mountains, is forested with old growth fir, arbutus, cedar, alder, maple & garry oak, and has extensive trail network. The RS-1 zoning allows for 1 hectare (2.47 acre) lots. All offers are subject to Court approval.","Recreation, Golf course","Cul-de-sac, Private setting, Wooded area",,,,,4,3,0,,,,,Detatched,"Other
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","4pc Ensuite bath
Living room
Dining room
Kitchen
Master bedroom
Bedroom
Bedroom
Family room
4 pc Ensuite bath
4 pc Ensuite bath
4 pc Bathroom","Not Available
15
15
10
15
10
15
15
Not Available
Not Available
Not Available","-
ft
ft
ft
ft
ft
ft
ft
-
-
-","-
19
11
13
15
13
11
14
-
-
-","-
ft
ft
ft
ft
ft
ft
ft
-
-
-",7,Car-dependent,Jay Cousins,250-751-1223,RE/MAX Jay Cousins Realty,#1 - 5140 Metral Dr,Nanaimo,BC,V9T2K8,250-751-1223,250-751-1300
Robin Wilke,385472,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15220042/6540-EAGLES-DRIVE-COUR...,,6540 Eagles Dr,Courtenay,BC,V9J1V4,"$4,500,000.00",385472,Single Family,House,,,Freehold,4.94,Acres,,,Garage (3),"On 4.91 acres this 4135 sqft West Coast Contemporary ocean front estate offers privacy, breathtaking views and subdued luxury. A rare combination of attributes are unmatched by any other residential offering on Vancouver Island. First growth repurposed Douglas fir timbers, yellow cedar, copper, regional stone, vaulted ceilings, rooms filled by natural light from floor to ceiling windows. Architecturally designed with radiant heat throughout the home is anchored by the living rooms' 12 ft honed Cambrian black granite fireplace book matched with the gourmet kitchen island. Entertain in the media room, on outdoor living spaces with hot tub and fire pit, dig clams or shuck oysters on your 400 ft beach. Minutes to Comox Airport.",Golf Course,"Private setting, Wooded area",Garage (3),,,,6,4,0,,,,,Detatched,"Upper level
Upper level
Upper level
Upper level
Upper level
Upper level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Bedroom
Master bedroom
Bedroom
5pc Ensuite bath
3pc Ensuite bath
3pc Ensuite bath
Foyer
Media
Kitchen
Den
Dining room
Bedroom
Laundry room
Great room
3pc Bathroom
2pc Bathroom
4pc Ensuite bath","15
15
15
-
-
-
10
20
19, 2
12, 2
10, 4
10, 7
10
15
-
-
-","ft
ft
ft
-
-
-
ft
ft
ft, in
ft, in
ft, in
ft, in
ft
ft, in
-
-
-","9
13
14
-
-
-
9, 8
20, 6
19, 4
10, 3
10, 4
11, 4
7, 10
15, 5
-
-
-","ft
ft
ft
-
-
-
ft, in
ft, in
ft, in
ft, in
ft, in
ft, in
ft, in
ft, in
-
-
-",0,Car-dependent,"Jamie J MacDougall
Ted A Halama","604-992-2282
604-723-1177",Sotheby's International Realty Canada,#210 - 858 Beatty St,Vancouver,BC,V6B1C1,604-632-3300,604-608-0330
Robin Wilke,392606,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15714406,,3127 Northwood Rd,Nanaimo,BC,V9R7C7,"$6,899,000.00",392606,Single Family,House,,,Freehold,5.98,Acres,,,Garage (3),"Welcome to Bellaria, Exquisite Custom Home on acreage designed with absolute Luxury in mind and professionally crafted with unsurpassed attention to detail. Entering into the spacious foyer with Handcrafted fir doors opening to the courtyard you will be transported to an elegant lifestyle reminiscent of a Chateau in Provence. Every aspect of this home is unique and timeless from the granite counters, and exotic woods from around the world, to the premier movie theatre room, master bedroom with sublime ensuite and all the guest rooms complete with their own ensuites, this home is Heritage quality. Truly a Serene and Gracious retreat for the most discerning buyer. Luxury wine cellar, billiard room,surround sound throughout the home and control system, guest house, triple car garage, massive patio with out door kitchen built in hotub and entertainment area. double lot full oceanview property, 300ft private gated drive & area for helicopter to land. Call for more details.",,"Private setting, Southern exposure, Wheelchair access",Garage (3),,,,6,3,0,,,,,Detatched,"Upper level
Upper level
Upper level
Upper level
Upper level
Lower level
Lower level
Lower level
Lower level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Master bedroom
Bedroom
Bedroom
4pc Ensuite bath
4pc Ensuite bath
Recreation room
Media
Other
2pc Bathroom
Foyer
Den
Den
Great room
Kitchen
Other
3pc Ensuite bath
3pc Ensuite bath
2pc Bathroom","11, 1
9, 1
11
Not Available
Not Available
22, 2
15
21, 11
Not Available
6, 8
13, 2
13, 1
17
10, 4
12, 2
Not Available
Not Available
Not Available","ft, in
ft, in
ft
-
-
ft, in
ft
ft, in
-
ft, in
ft, in
ft, in
ft
ft, in
ft, in
-
-
-","12
6, 9
14
-
-
11, 8
15, 4
12, 5
-
8, 1
13, 5
13
17, 6
14, 3
12, 7
-
-
-","ft
ft, in
ft
-
-
ft, in
ft, in
ft, in
-
ft, in
ft, in
ft
ft, in
ft, in
ft, in
-
-
-",1,Car-dependent,"Michael Guan
Michael McKillican","250-756-2112
250-756-9144",Sutton Group -  West Coast Realty (Nan),#604 - 5800 Turner Rd,Nanaimo,BC,V9T6J4,250-756-2112,250-756-9144
Robin Wilke,1409195,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15125944,,15 Georgina Dr,Oro-Medonte,ON,L4M1E9,"$5,150,000.00",1409195,Single Family,House,2,,,35.052,Not listed,81.68,Not listed,"Garage, Attached garage, Other","The Eyrie is an Architectural Masterpiece. Elegant, Inspired & Peaceful. A shining example of what can be achieved when the most treasured natural materials found on the globe are placed in the hands of the most gifted artisans. Nestled on the shores of Kempenfelt Bay in a small enclave of luxury estate homes, along a desired & prestigious drive, this residence exudes a calming sense, even with a stately classical appearance, balanced perfectly with the majestic waterfront setting. Careful consideration was given to creating design taking full advantage of the setting & views. Design & Construction took 3 yrs to complete meticulous in the craftsmanship, no detail overlooked. The home is state of the art mechanically & electronically. 9,440 sq ft of interior living space 6 bedrms, 4 with ensuites, & 6-1/2 baths, Numerous walkouts to heated terraces, Extra high ceilings, Rare Acacia hardwood herringbone floors, All bathrm floors Carrera marble, Extensive paneling, moulding & trim through out,Luxury Master suite with exquisite ensuite & dressing rm, Dramatic walnut staircase, elevator, study, gracious formal dining rm, Jet bath, steam shower, sauna, gym, smart home integration system. Sophisticated heating & cooling systems, lighting & feature controls, fully equipped gourmet kitchen are a few of the modern touches of this home. The lighting is overwhelming, designed to be controlled to create various moods & tones to enhance any art collection. Minutes to the resort city of Barrie where you can enjoying a variety of activities including fine dining, boutique shopping, surrounded by premier golf courses & downhill skiing facilities. Toronto approx.60 mins away, Pearson International Airport 40 mins away. A nearby state of the art regional airport accommodates recreational & larger commercial & corporate jets. This home must be experienced in person to be truly appreciated.",Golf course,"Treed, Garbage disposal unit, Skylight","Garage, Attached garage, Other",,,Full (Finished),7,6,0,Central air conditioning,"Stucco, Stone",Natural gas,"Forced air, Heat pump",Detatched,"Second level
Second level
Second level
Second level
Third level
Third level
Third level
Third level
Third level
Third level
Third level
Third level
Main level
Main level","Living room / Fireplace
Kitchen
Eating area
Dining room
Master bedroom
Bedroom 2
Bedroom 3
Bedroom 4
Full ensuite bathroom
Bedroom 5
Bedroom 6
Other
Games Room
Recreational, Grames room","6.43
5
4.55
6.07
7.09
4.95
4.14
3.99
5.03
4.14
4.14
4.7
8.71
5.97","m
m
m
m
m
m
m
m
m
m
m
m
m
m","5.89
4.04
3.84
4.42
5.74
3.45
3.63
3.94
2.21
3.3
3.28
3.43
4.47
4.29","m
m
m
m
m
m
m
m
m
m
m
m
m
m",3,Car-dependent,Krista Charlene Alkerton,705-728-4067,"Royal LePage First Contact Realty, Brokerage","299 Lakeshore Dr, Ste 100",Barrie,ON,L4N7Y9,705-728-4067,705-722-5684
Robin Wilke,10086107,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=14711859,,15686 Whiskey Cove Rd,Lake Country,BC,V4V1C4,"$7,500,000.00",10086107,Single Family,House,1,,Freehold,0.5504,Hec,,,"Attached garage, Detached garage","Incredible Lake Front Estate! Private gated location in prestigious Whiskey Cove! This Breathtaking property offers unparalleled panoramic lake views and easy, level access to the waters of Okanagan Lake. A long driveway leads to this stunning modern contemporary home that has been tastefully renovated. Floor to ceiling and wall to wall windows that all open to an expansive lakeside patio, outdoor kitchen and lake beyond. Main home features expansive main floor living areas, huge great room with two way fireplace that is shared with the dining area. Dining room seats 18 with ample room for more if needed! Chef worthy island kitchen with top of the line appliances. The Master Bedroom is positioned lakeside enjoying the incredible lakeview plus the stunning outdoor fire feature. Finishing the master suite is a spa styled bathroom with every luxury including a wine refrigerator. 2 additional guest homes are on the property and boast over 2200 square feet of guest living. 1.35 acre level lakeshore with over 115 feet of pebbled shoreline. Licensed boat dock with lift and ski doo lifts. Ample room to park in or out all the toys.","Gold course, Park","Park setting, Private setting, Visual exposure, Flat site, Level","Attached garage, Detached garage",13,,Crawl space (Unknown),3,3,,Central air conditioning,Stucco,,,,"Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Living room
Kitchen
Dining room
Dining nook
Master bedroom
Full ensuite bathroom
Bedroom
Bedroom
2pc Bathroom
Full bathroom
Other
Other","6.096
4.0132
7.9248
3.048
6.096
Not Available
3.5306
Not Available
Not Available
Not Available
Not Available
Not Available","m
m
m
m
m
-
m
-
-
-
-
-","7.9248
5.6642
5.4864
3.429
4.5974
-
4.2926
3.4798
-
-
-
-","m
m
m
m
m
-
m
m
-
-
-
-",0,Car-dependent,Jane Hoffman,250-860-7500,Coldwell Banker Horizon Realty,#14 - 1470 Harvey Ave,Kelowna,BC,V1Y9K8,250-860-7500,250-868-2488
Robin Wilke,10086622,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=14738969,,1475 Pritchard Dr,West Kelowna,BC,V4T1X4,"$7,995,000.00",10086622,Single Family,House,1,,Freehold,5.3825,Hec,,,Attached garage (3),"To reside on this property is a dream realized! 13.2 level acres on Okanagan Lake offers 284 ft. of pristine beachfront, boat dock, deluxe 3 bedroom guest house, grand entertainment sized lakeside patio complete with salt water pool and hot tub, timbered arbor, pergolas define outdoor living spaces. Architecturally designed custom home set privately on manicured grounds with gate private entry. Farm status for the balance of the land with lease in place. A grand waterfront estate set in the heart of wine country!",,,Attached garage (3),3,,Crawl space (Unknown),6,5 total,,Central air conditioning,Stucco,Natural gas,Forced air,,"Second level
Second level
Second level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Bedroom
Bedroom
Full bathroom
Master bedroom
Kitchen
Full bathroom
Living room
2pc Bathroom
Full ensuite bathroom
2pc Bathroom
Dining room
Family room
Den
Foyer
Bedroom
Bedroom
Living room
Kitchen
Full bathroom
Laundry room","5.2578
5.207
2.413
6.3246
9.4488
2.54
6.477
2.7178
4.5466
2.413
4.7752
7.3406
6.1468
5.2578
5.2832
3.4036
4.9276
2.9464
2.1082
4.1656","m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m","4.0386
3.6068
2.6162
6.3754
5.3594
1.6764
6.2992
1.5748
4.5466
1.524
4.1656
4.7244
5.1054
2.7178
3.8354
5.08
7.0358
2.6924
2.0066
2.8448","m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m
m",0,Car-dependent,Jane Hoffman,250-860-7500,Coldwell Banker Horizon Realty,#14 - 1470 Harvey Ave,Kelowna,BC,V1Y9K8,250-860-7500,250-868-2488
Robin Wilke,10090774,6/2/2015,PDF,http://www.realtor.ca/Residential/Single-Family/15081130/1998-Abbott-Street-Kelowna-Br...,,1998 Abbott St,Kelowna,BC,V1Y1C3,"$4,495,000.00",10090774,Single Family,House,2.5,,Freehold,0.88,Acres,,,Attached garage (2),"Lakeshore in the heart of Kelowna, level 0.89 acre site of park-like mature landscape complete with sandy beachfront and dock. Character and charm exudes through out this Georgian revival styled home. The interior of the home has wide openings that align to each room creating an easy flow between areas. Glass windows and doors are abundant thru out and allow for a bright interior. Extensive and stylish renovations were completed with careful attention to the history of the home while providing modern day luxuries. 8 full bedrooms, 6 bathrooms and over 7600 square feet. In 2007 a deluxe wing was created that features a self contained 2 bedroom guest suite that includes a full kitchen, living and laundry room. Quality natural materials include granite, polished marble, hardwood and stone accents. These materials in combination with the traditional styling make this home warm and inviting. Rear yard features generous flagstone patio to relax and enjoy the beauty of the Okanagan. Secure gated entry, meandering stone driveway, double garage with lots of additional room for exterior parking. A lakeshore paradise awaits you!","Shopping, Schools, Park, Public transit","Central location, Park setting, Visual exposure, Flat site, Level",Attached garage (2),12,,Crawl space (Unknown),6,8,0,Central air conditioning,Wood siding,Natural gas,Baseboard heaters,,"Second level
Second level
Second level
Second level
Second level
Second level
Third level
Third level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Master bedroom
Bedroom
Bedroom
Full bathroom
Full ensuite bathroom
Den
Bedroom
Bedroom
Family Room
Kitchen
Dining nook
Dining room
Living room
Other
Pantry
Other
2pc Bathroom
Bedroom
Full bathroom
Other
Full bathroom
Bedroom
Master bedroom
Full ensuite bathroom","18
13
13
10
13
12
11
10
28
16
11
16
28
15
15
16
7
18
19
14
13
12
18
18","ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft","13
12
13
7
18
9
13
12
25
7
13
13
16
12
6
18
8
13
6
12
9
12
15
8","ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft
ft",68,Somewhat Walkable,Jane Hoffman,250-860-7500,Coldwell Banker Horizon Realty,#14 - 1470 Harvey Ave,Kelowna,BC,V1Y9K8,250-860-7500,250-868-2488
Robin Wilke,10090865,6/1/2015,PDF,http://www.realtor.ca/propertyDetails.aspx?PropertyId=15625238,,5570 Lakeshore Rd,Kelowna,BC,V1W4T4,"$6,900,000.00",10090865,Single Family,House,1,,Freehold,3.18,Acres,,,"Attached garage, Detached garage","A piece of paradise along the shores of Okanagan Lake with over 500 feet of private and pristine waterfront. 2 homes that are architecturally designed and timelessly styled. The main home taking full advantage of the lakeside setting. Mature indigenous trees and landscaping, impressive rock walls and numerous patios and plateaus to enjoy the setting. Sandy beach area with licensed dock, boat moorage and areas to enjoy the Okanagan sunshine. The second home is nestled apart from the main home and is ideal for visiting family and guests. The upper portion of the property offers a unique opportunity for potential subdivision, detached garage & shop. Just minutes from Cedar Creek Estate Winery, Summer Hill Winery, Bertram Beach and Okanagan Mountain Park. Your guests will enjoy the scenic drive through the vineyards along the shoreline of Okanagan Lake. Picturesque sunset views, nature at your doorstep and peaceful quiet are just some of the memories you will enjoy. Fabulous business asset to be used as a corporate retreat and client meetings.",,Balcony,"Attached garage, Detached garage",16,"Separate entrance, Walk out",Crawl space (Finished),10,6,1,Central air conditioning,Stucco,,Forced air,,"Basement
Basement
Basement
Basement
Basement
Basement
Basement
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level
Main level","Family room
Bedroom
Full bathroom
Other
Family room
Full bathroom
2pc Bathroom
Other
Great room
Bedroom
Dining room
Kitchen
Sunroom
Den
2pc Bathroom
Bedroom
Full ensuite bathroom
Bedroom
Full ensuite bathroom
Master bedroom
Full ensuite bathroom
Laundry room
Living room
Kitchen
Full bathroom
Bedroom
Full ensuite bathroom
Master bedroom
Full ensuite bathroom","24, 3
14
Not Available
25, 2
32, 7
Not Available
Not Available
12
24, 3
18
14, 8
16, 9
15
14
8
14, 3
Not Available
17, 3
Not Available
19, 10
Not Available
12, 9
19, 2
17, 7
Not Available
13, 4
Not Available
17, 8
Not Available","ft, in
ft
-
ft, in
ft, in
-
-
ft
ft, in
ft
ft, in
ft, in
ft
ft
ft
ft, in
-
ft, in
-
ft, in
-
ft, in
ft, in
ft, in
-
ft, in
-
ft, in
-","29, 2
14
-
13
22, 8
-
-
7, 8
21, 3
14
14, 3
18, 9
14
12
6
12, 4
-
13, 3
-
17, 2
-
9
11, 10
23, 1
-
13, 6
-
21
-","ft, in
ft
-
ft
ft, in
-
-
ft, in
ft, in
ft
ft, in
ft, in
ft
ft
ft
ft, in
-
ft, in
-
ft, in
-
ft
ft, in
ft, in
-
ft, in
-
ft
-",4,Car-dependent,"Jane Hoffman
Lora Prosklw","250-860-7500
250-860-7500",Coldwell Banker Horizon Realty,#14 - 1470 Harvey Ave,Kelowna,BC,V1Y9K8,250-860-7500,250-868-2488
